cc_per_min,cs_per_min,deaths_per_min,dmg_per_min,dmg_taken_per_min,final_score,gold_per_min,kda,kp,score_cc_per_min,score_cs_per_min,score_deaths_per_min,score_dmg_per_min,score_dmg_taken_per_min,score_gold_per_min,score_kda,score_kp,score_vision_per_min,score_xp_per_min,team_id,vision_per_min,xp_per_min,created_at,id,match_id,match_participant_id,updated_at,champion_name,puuid
5.954200848656294,5.77086280056577,0.31117397454031115,1234.002828854314,1639.4342291371993,44.740432929136205,419.2927864214993,2.1818181818181817,0.46153846153846156,20.315970258831467,75.96566523605149,57.14285714285715,43.96314157767827,100.0,36.298334097508786,19.636363636363637,47.51131221719458,16.3265306122449,68.61169652265544,200,0.33946251768033947,522.036775106082,,1,1,6,,Zaahen,B3FeOVXhbzsiACzuf345JOVNd7JZ0hK_1YKzE3ezLAcgQJFQT8apTBV7P760d8xIP_RrFPM3sDtGZQ
5.555049504950495,4.413012729844413,0.31117397454031115,646.3083451202262,1190.2404526166902,27.014178937185584,334.65346534653463,1.8181818181818181,0.38461538461538464,18.456158665258958,55.36480686695279,57.14285714285715,14.144850155012056,55.41485329215219,13.434204493351675,12.363636363636363,33.71040723981901,0.0,28.793466807165437,200,0.11315417256011315,436.5205091937765,,2,1,7,,Amumu,Hh4jcp8pmKe-UPwVUmhvyaLJsXgZJEt_ZQ999lRplEP8F0cXLPXVruARPm82arJr_J2TmF5ThSJ12g
7.225968882602546,4.271570014144271,0.25459688826025456,1357.7369165487976,1232.8712871287128,50.792883324773236,473.5502121640735,3.5555555555555554,0.6153846153846154,26.24166478840195,53.21888412017167,71.42857142857144,50.24112986565622,59.64621648181946,50.955219318355496,47.1111111111111,75.11312217194572,38.77551020408162,51.38303477344574,200,0.6506364922206506,485.03536067892503,,3,1,8,,Sylas,UPjw6-Q5wW-k1t92aJaessYuU7OQig1rk0v3ALiDpsxHwkwVHCUtrZ-nzcjCQKmM-WHvf9fPx408ZA
1.594002828854314,1.1598302687411597,0.5374823196605375,456.77510608203676,1099.5756718528996,17.564482581704453,284.9222065063649,1.5263157894736843,0.5576923076923077,0.0,6.008583690987123,0.0,4.528361465150994,46.41583602414715,0.0,6.526315789473687,64.76244343891405,61.22448979591836,0.0,200,0.9618104667609618,374.68175388967467,,4,1,10,,Morgana,fXVHYfb7EQZCcscdVUQ2pimnwZWUCbcdZ_6d2P7ItA-lJZst2lvkQzVCRJLoHCwtiVkel6Dc_sfBqw
15.038415929203541,7.1415929203539825,0.18584070796460178,1244.8141592920356,762.5840707964602,64.84445221594157,495.8761061946903,3.7142857142857144,0.5652173913043478,100.0,87.95620437956204,69.23076923076923,68.04672797642297,26.39149958228905,85.78072517440356,32.658842573856745,43.99999999999999,20.512820512820515,100.0,200,2.761061946902655,541.9911504424779,,5,2,16,,Teemo,B3FeOVXhbzsiACzuf345JOVNd7JZ0hK_1YKzE3ezLAcgQJFQT8apTBV7P760d8xIP_RrFPM3sDtGZQ
10.295017699115045,5.9734513274336285,0.21238938053097348,388.38053097345136,1511.1238938053098,59.927503542789346,411.6902654867257,3.375,0.5869565217391305,65.1316238849196,71.8978102189781,61.53846153846153,10.774775414551009,100.0,58.470415984841964,28.04532577903683,48.00000000000001,100.0,73.31539074960128,200,12.637168141592921,470.9203539823009,,6,2,17,,Warwick,Hh4jcp8pmKe-UPwVUmhvyaLJsXgZJEt_ZQ999lRplEP8F0cXLPXVruARPm82arJr_J2TmF5ThSJ12g
6.3012743362831865,3.769911504424779,0.42477876106194695,778.2743362831859,1214.2566371681417,27.942903746607595,342.1061946902655,1.3125,0.45652173913043476,35.7739062893364,41.60583941605839,0.0,36.84799204630188,70.80722639933167,35.896994229609845,0.0,23.999999999999996,2.1367521367521363,51.21610845295056,200,0.4778761061946903,412.0619469026549,,7,2,18,,Sylas,UPjw6-Q5wW-k1t92aJaessYuU7OQig1rk0v3ALiDpsxHwkwVHCUtrZ-nzcjCQKmM-WHvf9fPx408ZA
1.4346902654867257,0.7433628318584071,0.26548672566371684,227.2566371681416,900.4513274336284,15.825421780976303,255.07964601769913,2.3,0.5,0.0,0.0,46.15384615384615,0.0,39.94883040935673,7.665145121005941,13.427762039660054,32.0,6.196581196581197,23.694178628389146,200,0.9823008849557523,338.76106194690266,,8,2,20,,Rell,fXVHYfb7EQZCcscdVUQ2pimnwZWUCbcdZ_6d2P7ItA-lJZst2lvkQzVCRJLoHCwtiVkel6Dc_sfBqw
8.137955641272903,6.162005785920925,0.1446480231436837,1048.4088717454194,2267.7917068466727,55.958951731558045,454.62873674059784,3.4,0.5666666666666667,26.85477882366063,71.7557251908397,77.77777777777777,45.43331429147486,100.0,59.291075896580494,36.0,65.29680365296804,64.81481481481482,47.947197673117806,100,1.2439729990356798,455.64127290260365,,9,3,21,,DrMundo,B3FeOVXhbzsiACzuf345JOVNd7JZ0hK_1YKzE3ezLAcgQJFQT8apTBV7P760d8xIP_RrFPM3sDtGZQ
18.211070395371262,5.265188042430086,0.17357762777242042,468.68852459016387,1219.8457087753134,44.93032109419616,348.57280617164895,3.1666666666666665,0.6333333333333333,77.95442338003117,59.92366412213741,66.66666666666667,11.764508216001882,35.17189541313958,28.71559633027523,32.49999999999999,82.64840182648402,0.0,36.76026401163442,100,0.2314368370298939,426.7116682738669,,10,3,22,,Rammus,Hh4jcp8pmKe-UPwVUmhvyaLJsXgZJEt_ZQ999lRplEP8F0cXLPXVruARPm82arJr_J2TmF5ThSJ12g
